PAC Name (Affiliate),Country of Origin/Parent Company,Total,Dems,Repubs
Austin Nichols & Co (Pernod Ricard),France/Pernod Ricard SA,"$6,000 ","$2,000 ","$4,000 "
Aviva USA,UK/Aviva PLC,"$2,000 ","$2,000 ",$0 
AXA Equitable Life Insurance (AXA),France/AXA,"$115,000 ","$49,000 ","$66,000 "
Babcock & Wilcox (McDermott International),Panama/McDermott International,"$30,000 ","$4,000 ","$26,000 "
Bacardi USA,UK/Bacardi Ltd,"$14,990 ","$3,490 ","$9,500 "
BAE Systems (BAE Systems),UK/BAE Systems,"$499,499 ","$189,500 ","$301,999 "
BAE Systems Information Technology (BAE Systems),UK/BAE Systems,$0 ,$0 ,$0 
BAE Systems Land & Armaments (BAE Systems),UK/BAE Systems,"$295,500 ","$79,000 ","$214,500 "
Ballard Power Systems,Canada/Ballard Power Systems,"$2,000 ","$2,000 ",$0 
BancWest Corp (BNP Paribas),France/BNP Paribas,"$5,500 ","$2,500 ","$3,000 "
Barrick Goldstrike Mines,Canada/Barrick Gold Corp,"$59,000 ","$24,000 ","$34,000 "
BASF Corp,Germany/BASF Group,"$151,000 ","$17,000 ","$133,000 "
Bayer Corp,Germany/Bayer AG,"$255,000 ","$52,500 ","$198,500 "
BOC Group,UK/BOC Group,$0 ,$0 ,$0 
Boehringer Ingelheim Corp,Germany/CH Boehringer Sohn,"$16,800 ","$4,300 ","$11,500 "
Bombardier Transportation USA (Bombardier Inc),Canada/Bombardier Inc,"$9,850 ","$5,500 ","$4,350 "
BP North America,UK/BP PLC,"$219,500 ","$75,000 ","$142,500 "
Bridgestone Americas,Japan/Bridgestone Corp,"$108,750 ","$39,000 ","$69,750 "
Burson-Marsteller (WPP Group),UK/WPP Group,"$65,500 ","$27,500 ","$36,500 "
Buzzi Unicem USA,Italy/Buzzi Unicem SpA,"$15,000 ","$3,500 ","$11,500 "
BWX Technologies (McDermott International),Panama/McDermott International,"$153,500 ","$37,000 ","$114,500 "
California Portland Cement Co,Japan/Taiheiyo Cement Co,"$38,860 ","$4,360 ","$34,500 "
Case New Holland,Italy/Fiat SPA,"$44,500 ","$7,500 ","$37,000 "
CGI-AMS,Canada/CGI Group,$0 ,$0 ,$0 
CGU Corp,UK/CGNU PLC,"$6,500 ","$6,500 ",$0 
Ciba Specialty Chemicals,Switzerland/Ciba Specialty Chemicals Holding,"$18,000 ","$5,000 ","$13,000 "
CIBC World Markets,Canada/Canadian Imperial Bank of Commerce,$0 ,$0 ,$0 
Citizens Financial Group (Royal Bank of Scotland),UK/Royal Bank of Scotland Group,"$181,385 ","$112,486 ","$68,399 "
Commercial Federal Savings & Loan (BNP Paribas),France/BNP Paribas,"$13,500 ","$1,500 ","$12,000 "
Cooper Industries,Ireland/Cooper Industries Ltd,"$145,000 ","$4,500 ","$140,500 "
Credit Suisse Securities,Switzerland/Credit Suisse Group,"$508,860 ","$242,860 ","$261,000 "
DaimlerChrysler (DaimlerChrysler),Germany/DaimlerChrysler AG,"$416,090 ","$140,590 ","$273,500 "
Deutsche Bank Securities,Germany/Deutsche Bank AG,$0 ,$0 ,$0 
DHL (Deutsche Post AG),Germany/Deutsche Post AG,$0 ,$0 ,$0 
Diageo North America,UK/Diageo PLC,"$64,000 ","$19,500 ","$34,500 "
Dial Corp,Germany/Henkel KGaA,"$22,750 ","$6,000 ","$16,750 "
E ON US,Germany/Eon AG,"$19,000 ","$3,000 ","$16,000 "
EADS North America,Netherlands/European Aeronautic Defence & Space Co,"$31,900 ","$9,000 ","$20,800 "
EmCare Inc (Onex Corp),Canada/Onex Corp,$0 ,$0 ,$0 
Essroc Corp,Italy/Italcementi Group,"$3,500 ","$1,000 ","$2,500 "
Experian,UK/Experian,"$191,353 ","$77,753 ","$112,600 "
Farmers Group (Zurich Financial Services),Switzerland/Zurich Financial Services,"$123,500 ","$23,000 ","$99,500 "
Food Lion,Belgium/Delhaize Group,"$21,250 ","$4,500 ","$16,750 "
Foster Wheeler,Switzerland/Foster Wheeler PLC,"$17,550 ",$300 ,"$17,250 "
Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$74,500 ","$28,700 ","$45,800 "
GDF Suez Energy North America (SUEZ SA),France/SUEZ SA,"$83,008 ","$23,000 ","$60,008 "
Genentech Inc (Roche Holdings),Switzerland/Roche Group,"$201,500 ","$76,500 ","$115,000 "
GKN Corp,UK/GKN PLC,"$6,000 ",$0 ,"$6,000 "
GlaxoSmithKline,UK/GlaxoSmithKline,"$891,413 ","$256,686 ","$623,727 "
Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$34,032 ","$14,657 ","$19,375 "
Great-West Life & Annuity Insurance (Power Financial Corp),Canada/Power Financial Corp,"$34,500 ","$9,000 ","$25,500 "
Greyhound Lines,Canada/Laidlaw,"$27,000 ","$16,000 ","$11,000 "
Heineken USA (Heineken NV),Netherlands/Heineken NV,"$69,500 ","$36,500 ","$30,500 "
Herbalife International of America,UK/Herbalife International,"$99,894 ","$48,144 ","$51,750 "
Hill & Knowlton (WPP Group),UK/WPP Group,"$8,750 ","$4,000 ","$4,750 "
Hoffmann-La Roche (Roche Holdings),Switzerland/Roche Holdings,"$180,900 ","$69,000 ","$111,900 "
Holcim US,Switzerland/Holcim Ltd,"$52,000 ","$20,000 ","$32,000 "
HSBC North America,UK/HSBC Holdings,"$663,210 ","$239,450 ","$413,760 "
Hudson United Bancorp (Toronto-Dominion Bank),Canada/Toronto-Dominion Bank,$500 ,$500 ,$0 
Infineon Technologies,Germany/Infineon Technologies AG,"$8,500 ","$3,400 ","$4,100 "
ING US (ING Group),Netherlands/ING Group,"$80,500 ","$34,500 ","$42,000 "
Intelsat US,Luxembourg/Intelsat Holdings,"$15,500 ","$11,000 ","$4,500 "
Intermagnetics General Corp (Philips Electronics),Netherlands/Philips Electronics,"$28,100 ","$17,100 ","$11,000 "
JA Jones Construction,Germany/Philipp Holzmann AG,$0 ,$0 ,$0 
Jackson National Life Insurance,UK/Prudential PLC,"$48,500 ","$8,500 ","$40,000 "
John Hancock Financial Services,Canada/Manulife Financial,"$50,880 ","$31,380 ","$18,500 "
Kennecott Energy,UK/Rio Tinto PLC,"$66,000 ","$10,500 ","$55,500 "
LaFarge North America (Lafarge SA),France/Lafarge SA,"$55,500 ","$23,000 ","$32,500 "
LaFarge North America (Lafarge SA),France/Lafarge SA,$0 ,$0 ,$0 
LaSalle Bank,Netherlands/ABN Amro Holding,"$90,250 ","$48,000 ","$42,250 "
Learjet Inc (Bombardier Inc),Canada/Bombardier Inc,"$1,000 ",$0 ,"$1,000 "
Lehigh Cement,Germany/HeidelbergCement AG,"$18,500 ","$3,000 ","$15,500 "
Lone Star Industries,Italy/Buzzi Unicem,"$1,000 ",$0 ,"$1,000 "
Loral Space & Communications,UK/Loral Space & Communications,"$31,482 ","$21,482 ","$10,000 "
Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$71,500 ","$15,500 ","$56,000 "
Massachusetts Financial Services (Sun Life Financial),Canada/Sun Life Financial Services,"$11,000 ","$5,000 ","$6,000 "
McDermott International (McDermott International),Panama/McDermott International,"$15,500 ","$3,000 ","$12,500 "
Metro-Goldwyn-Mayer (Sony Corp),Japan/Sony Corp,"$5,200 ","$1,000 ","$4,200 "
Miller Brewing,UK/SABMiller PLC,"$112,000 ","$37,500 ","$74,500 "
MONY Group (AXA),France/AXA,$0 ,$0 ,$0 
National Grid USA (National Grid plc),UK/National Grid plc,"$102,750 ","$39,250 ","$63,000 "
Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,"$23,250 ","$5,500 ","$17,750 "
Nestle USA (Nestle SA),Switzerland/Nestle,"$31,000 ","$16,000 ","$15,000 "
Nestle Waters North America (Nestle SA),Switzerland/Nestle,"$9,500 ",$0 ,"$3,500 "
Norwegian Cruise Line,Malaysia/Genting Group,"$27,000 ","$19,000 ","$8,000 "
Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$239,663 ","$65,618 ","$173,045 "
Novartis Vaccines & Diagnostics (Novartis AG),Switzerland/Novartis AG,"$16,100 ","$9,000 ","$6,100 "
Novo Nordisk,Denmark/Novo Nordisk A/S,"$7,500 ","$3,000 ","$4,500 "
Ocean Systems Engineering (QinetiQ Group),UK/QinetiQ Group,"$10,350 ","$8,250 ","$2,100 "
Oldcastle Materials,Ireland/CRH PLC,"$257,500 ","$98,000 ","$149,500 "
Organon Inc,Netherlands/Akzo Nobel,$0 ,$0 ,$0 
Peter Pan Seafoods,Japan/Nichiro Corp,"$6,100 ",$500 ,"$5,600 "
Pharmavite LLC,Japan/Otsuka Pharmaceutical,"$21,230 ","$11,230 ","$10,000 "
Philips Electronics North America (Philips Electronics),Netherlands/Philips Electronics,"$70,467 ","$12,900 ","$56,567 "
Planning Systems Inc (Qinetiq Group),UK/QinetiQ Group,"$43,200 ","$21,000 ","$22,200 "
PotashCorp,Canada/Potash Corporation of Saskatchewan,"$10,000 ","$4,000 ","$6,000 "
PPM Energy,UK/Scottish Power,"$3,000 ","$1,000 ","$2,000 "
Qimonda North America,Germany/Qimonda AG,"$1,000 ",$0 ,"$1,000 "
RBC Centura Banks,Canada/Royal Bank of Canada,"$2,000 ",$0 ,"$2,000 "
Reebok International,Germany/adidas AG,"$30,100 ","$19,900 ","$8,200 "
Reed Elsevier Inc,UK/Reed Elsevier Group,"$64,000 ","$18,000 ","$46,000 "
Rolls-Royce North America (Rolls-Royce PLC),UK/Rolls-Royce International,"$155,000 ","$40,500 ","$114,500 "
Roquette America,France/Roquette Freres,$0 ,$0 ,$0 
Sagem Morpho Inc,France/Sagem SA,$0 ,$0 ,$0 
Sanofi-Aventis US (Sanofi-Aventis),France/Sanofi-Aventis,"$125,500 ","$21,500 ","$99,000 "
Sanofi-Pasteur Inc (Sanofi-Aventis),France/Sanofi-Aventis,"$120,335 ","$34,000 ","$86,335 "
SAP America,Germany/SAP AG,"$160,700 ","$43,000 ","$115,200 "
Schaeffler Group USA,Germany/Schaeffler Group,"$12,000 ","$4,000 ","$6,000 "
Securitas Security Services USA,Sweden/Securitas AB,"$12,250 ",$250 ,"$11,000 "
Serono Inc,Switzerland/Serono SA,"$5,500 ","$4,500 ","$1,000 "
SES Americom (SES SA),Luxembourg/SES SA,"$13,500 ","$3,500 ","$10,000 "
Shell Oil (Royal Dutch Shell),Netherlands/Royal Dutch Shell,"$71,500 ","$10,000 ","$61,500 "
Shire Pharmaceuticals,UK/Shire Plc,$0 ,$0 ,$0 
Siemens Corp (Siemens AG),Germany/Siemans AG,"$317,999 ","$133,000 ","$183,999 "
Smith & Nephew,UK/Smith & Nephew Plc,"$27,000 ","$10,000 ","$16,000 "
Sodexho Inc,France/Sodexho Alliance,"$38,500 ","$26,500 ","$12,000 "
Solvay Pharmaceuticals,Belgium/Solvay SA,"$59,000 ","$11,000 ","$48,000 "
Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$224,649 ","$100,500 ","$123,149 "
Spirit Aerosystems,Canada/Onex Corp,$0 ,$0 ,$0 
Sun Life Assurance of Canada (Sun Life Financial),Canada/Sun Life Financial,"$3,000 ","$2,000 ","$1,000 "
Swedish Match North America,Sweden/Swedish Match AB,"$39,872 ","$4,000 ","$35,872 "
Syngenta Corp,Switzerland/Syngenta AG,"$115,250 ","$34,500 ","$80,750 "
Syntex (USA) Inc (Roche Holdings),Switzerland/Roche Holdings,$0 ,$0 ,$0 
T-Mobile USA,Germany/Deutsche Telekom AG,"$241,500 ","$101,500 ","$140,000 "
Tate & Lyle Americas (Tate & Lyle),UK/Tate & Lyle,"$16,750 ",$0 ,"$16,750 "
Teck Cominco American,Canada/Teck Cominco,"$4,000 ",$0 ,"$4,000 "
Timex Corp,Netherlands/Timex Group,$0 ,$0 ,$0 
TOTAL Petrochemicals (TOTAL SA),France/TOTAL SA,"$2,000 ","$1,000 ","$1,000 "
Tyco International (Tyco International),Ireland/Tyco International,"$190,000 ","$42,000 ","$145,500 "
UBS Americas,Switzerland/UBS AG,"$726,900 ","$287,900 ","$424,000 "
UnionBanCal Corp,Japan/Mitsubishi UFJ Financial Group,"$14,250 ","$7,750 ","$6,500 "
United Water (SUEZ SA),France/SUEZ SA,"$17,800 ","$16,800 ","$1,000 "
Universal Music Group (Vivendi Universal),France/Vivendi Universal,"$147,226 ","$63,250 ","$82,476 "
USFilter Corp (Siemens AG),Germany/Siemens AG,$0 ,$0 ,$0 
VT Halter Marine,Singapore/ST Engineering,"$3,500 ",$500 ,"$3,000 "
Wackenhut Corp,Denmark/Group 4 Securicor,"$19,600 ",$0 ,"$19,600 "
Westfield Corp,Australia/Westfield Group of Australia,"$26,088 ","$21,088 ","$5,000 "
Westinghouse Electric,Japan/Toshiba Corp,"$21,500 ","$4,000 ","$17,500 "
Wexler & Walker Public Policy Assoc (WPP Group),UK/WPP Group,"$104,500 ","$37,000 ","$66,500 "
Willis North America,UK/Willis Group Holdings,"$7,000 ","$3,000 ","$4,000 "
XL America,UK/XL Capital,"$10,500 ",$500 ,"$8,000 "
ZLB Behring,Australia/CSL Ltd,"$3,500 ",$0 ,"$3,500 "
Zurich Insurance (Zurich Financial Services),Switzerland/Zurich Financial Services,"$211,000 ","$58,500 ","$149,500 "
